temperature,humidity,light,action
22.97210519,32.240122,640.4625343,"[2, 6]"
28.46831549,56.6275237,453.13603,"[2, 6]"
26.18116955,33.05040172,828.8465341,"[2, 6]"
16.70438835,59.9119583,991.919847,"[2, 6]"
22.59825573,58.51749501,757.9620925,"[2, 6]"
20.75406852,46.66431629,491.6312143,"[2, 6]"
23.3183019,54.63275547,377.0313806,"[2, 6]"
28.79090846,58.03436829,185.6002072,"[2, 6]"
24.27393469,74.2376502,516.670107,"[2, 6]"
17.22428407,40.46361512,673.3790924,"[2, 6]"
27.65179791,41.88415809,746.8778151,"[3, 4]"
15.37980426,72.44489115,572.731117,"[3, 4]"
15.98718809,55.65336,970.5463872,"[3, 4]"
16.17643875,48.87560942,32.1314459,"[3, 4]"
29.00035409,70.19235657,350.8365112,"[3, 4]"
20.96378512,60.66928334,971.0937472,"[3, 4]"
26.22712134,37.15896662,616.2802449,"[3, 4]"
17.94219737,53.95103092,132.6524776,"[3, 4]"
18.86828329,74.73527538,390.0680118,"[3, 4]"
28.73625076,70.63474436,72.80692992,"[3, 4]"
19.30504839,69.49795226,113.610415,"[3, 5]"
17.68318042,67.59411545,234.6850242,"[3, 5]"
23.11825404,44.83467317,435.8874501,"[3, 5]"
25.7825797,67.85608023,806.466571,"[3, 5]"
23.11721837,66.38539546,67.81847841,"[3, 5]"
24.6514762,73.46228832,591.2056651,"[3, 5]"
16.62112706,66.09762906,191.4872567,"[3, 5]"
28.15284855,68.80281303,141.4681056,"[3, 5]"
26.71626225,36.64677257,646.5107859,"[3, 5]"
29.73151337,71.83716774,359.1628854,"[3, 5]"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
23.87970122,54.47507762,471.1050802,"[4, 5]"
27.78063404,74.68942792,533.7141112,"[4, 5]"
18.29364707,47.13430035,667.7132695,"[4, 5]"
17.47324437,35.98530058,627.2191793,"[4, 5]"
19.5819431,65.09159042,945.4325421,"[4, 5]"
26.56116024,71.02406839,247.694101,"[4, 5]"
27.8248292,34.753092,339.6718894,"[4, 5]"
18.43599254,79.91930327,875.4553985,"[4, 5]"
15.26682153,41.66212861,176.0138033,"[4, 5]"
28.72779502,50.51728577,544.5970667,"[4, 5]"
21.59174971,40.8805179,179.7516237,"[4, 6]"
27.13134309,51.21603808,654.7434828,"[4, 6]"
21.05452242,40.10791668,214.7375941,"[4, 6]"
26.5906911,30.29954517,378.5214761,"[4, 6]"
17.42421127,77.98620126,101.144423,"[4, 6]"
27.25585016,76.98175264,318.298646,"[4, 6]"
28.42729581,37.9063616,404.4029077,"[4, 6]"
21.40679424,72.37068942,462.3588103,"[4, 6]"
15.15510173,32.14666115,208.6758156,"[4, 6]"
24.50863928,54.09261877,560.5561324,"[4, 6]"
28.46065799,60.99109511,699.085685,"[5, 6]"
20.00769095,63.44531946,901.8951144,"[5, 6]"
17.88162298,75.99364967,481.1877747,"[5, 6]"
20.61694926,49.77947145,359.0183928,"[5, 6]"
29.31070011,79.28339172,458.2242293,"[5, 6]"
15.99740061,67.28437846,493.2110221,"[5, 6]"
17.24740617,78.55051171,26.86929762,"[5, 6]"
28.1876485,42.32761092,157.3689414,"[5, 6]"
22.89533241,66.9669023,909.8985635,"[5, 6]"
24.32080532,63.51528816,429.9924579,"[5, 6]"
19.13997731,61.26997401,563.887003,"[1, 2, 3]"
24.73801463,50.72508714,637.3451919,"[1, 2, 3]"
19.86786988,74.61984958,692.4601641,"[1, 2, 3]"
28.60882246,76.67039323,83.36693652,"[1, 2, 3]"
23.4397231,63.69374712,482.5186098,"[1, 2, 3]"
27.53755605,66.59270772,775.8092903,"[1, 2, 3]"
20.54709904,72.44349246,437.3327073,"[1, 2, 3]"
15.09844646,60.74011267,663.2037107,"[1, 2, 3]"
16.33248368,67.53477785,33.59216295,"[1, 2, 3]"
28.596157,34.81440626,354.228709,"[1, 2, 3]"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
25.26428409,31.11916128,722.4078665,"[1, 2, 6]"
15.44502767,31.56818288,178.6407672,"[1, 2, 6]"
18.59149225,68.71071998,22.20468315,"[1, 2, 6]"
15.96267785,63.7450172,340.6429015,"[1, 2, 6]"
15.47854082,48.16457573,42.48134596,"[1, 2, 6]"
16.96805459,58.98314507,477.757351,"[1, 2, 6]"
20.91916374,34.29848184,736.6252263,"[1, 2, 6]"
28.08153853,65.25186757,562.2704424,"[1, 2, 6]"
23.81528573,58.59190924,153.9397969,"[1, 2, 6]"
24.87669336,33.10494732,145.4667882,"[1, 2, 6]"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
23.78558216,79.32412558,542.7563315,"[1, 3, 5]"
22.2881164,52.53730316,595.5359322,"[1, 3, 5]"
15.48532971,72.30464185,602.5962866,"[1, 3, 5]"
18.85436956,45.131003,25.52580993,"[1, 3, 5]"
22.5584708,33.95882341,627.9450292,"[1, 3, 5]"
24.85592302,50.05625015,690.6767102,"[1, 3, 5]"
25.96923025,76.32421117,195.5290453,"[1, 3, 5]"
29.34409069,38.57021261,785.4764375,"[1, 3, 5]"
19.13796984,42.1703513,515.5484811,"[1, 3, 5]"
26.83750241,62.94637871,509.9612689,"[1, 3, 5]"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
27.15909985,67.34219584,344.8016307,"[1, 5, 6]"
26.73660284,58.5398589,410.7374133,"[1, 5, 6]"
27.80848412,73.75973607,416.2889193,"[1, 5, 6]"
17.89901555,71.62350216,970.183292,"[1, 5, 6]"
21.31919377,32.46301368,836.5607872,"[1, 5, 6]"
16.22554026,36.19110085,102.5551446,"[1, 5, 6]"
21.36126943,41.20468834,793.5818399,"[1, 5, 6]"
24.33567126,74.15638569,810.0090904,"[1, 5, 6]"
22.7430175,63.7103932,528.3685373,"[1, 5, 6]"
20.47279014,45.8467746,686.1442527,"[1, 5, 6]"
29.4210263,39.06432509,656.2024599,"[2, 3, 4]"
16.03742302,46.5518171,953.9220624,"[2, 3, 4]"
17.61061617,40.14655182,51.3906789,"[2, 3, 4]"
22.96958365,59.31569447,819.2539177,"[2, 3, 4]"
29.5425506,63.8034203,652.4608833,"[2, 3, 4]"
26.30616686,64.61535782,84.82922782,"[2, 3, 4]"
15.27256382,67.32331869,961.7326696,"[2, 3, 4]"
25.13494762,47.60033423,250.3699994,"[2, 3, 4]"
27.59807341,49.80690897,469.6480749,"[2, 3, 4]"
22.56884166,37.85049674,132.2030168,"[2, 3, 4]"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
28.8213365,38.77012124,555.7273115,"[2, 4, 6]"
19.80907606,66.35643245,219.924067,"[2, 4, 6]"
16.89379856,59.06742022,481.3128082,"[2, 4, 6]"
26.94889761,52.74257999,771.4718596,"[2, 4, 6]"
22.50620312,57.95815466,586.2165078,"[2, 4, 6]"
28.61055193,51.96244409,951.1976065,"[2, 4, 6]"
16.63507479,60.88232454,676.492515,"[2, 4, 6]"
28.18409434,43.26396293,685.1943987,"[2, 4, 6]"
22.22008313,79.62073054,446.2759174,"[2, 4, 6]"
23.32457613,38.28317077,682.9199372,"[2, 4, 6]"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
27.79680243,50.5597793,850.0606359,"[3, 4, 5]"
26.69325649,44.57006198,117.0614888,"[3, 4, 5]"
22.48916664,32.53925578,965.9228473,"[3, 4, 5]"
19.28255367,68.58948648,58.429048,"[3, 4, 5]"
24.34617958,75.85693866,718.5903473,"[3, 4, 5]"
27.12024856,59.06743311,800.5060457,"[3, 4, 5]"
27.61755017,64.64692973,68.87506925,"[3, 4, 5]"
17.59582008,67.0467208,479.4534582,"[3, 4, 5]"
18.20258583,71.21027655,57.22987565,"[3, 4, 5]"
17.2701757,58.26718739,940.7076171,"[3, 4, 5]"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
27.00462619,78.9776428,709.4635021,"[4, 5, 6]"
23.25366542,40.35218296,820.5178375,"[4, 5, 6]"
27.16748386,55.28553632,883.5670939,"[4, 5, 6]"
23.62529773,39.36559731,735.6428803,"[4, 5, 6]"
29.17417604,33.31645519,950.8806482,"[4, 5, 6]"
29.36464903,70.25812732,251.225935,"[4, 5, 6]"
19.27313926,36.52252098,227.4532648,"[4, 5, 6]"
24.07221235,58.73915867,220.1185761,"[4, 5, 6]"
19.79208493,76.07185581,362.0084735,"[4, 5, 6]"
28.19014547,39.50736136,892.3927198,"[4, 5, 6]"
